datetime,temperature,humidity,pressure,weather,wind_speed
2025-10-18 20:58:14,24.01,83,1011,mist,1.54
2025-10-18 20:58:25,24.01,83,1011,mist,1.54
2025-10-18 21:01:39,24.01,83,1011,mist,1.54
2025-10-18 21:02:39,24.01,83,1011,mist,1.54
2025-10-18 21:03:40,24.01,83,1011,mist,1.54
2025-10-18 21:04:40,24.01,83,1011,mist,1.54
